INDEX,REPORT_YEAR,DIVISION,NEIGHBOURHOOD,CATEGORY,SUBTYPE,COUNT,COUNT_CLEARED,ObjectId
14367,2019,D41,Bendale-Glen Andrew (156),Controlled Drugs and Substances Act,Other,5,5,14239
14218,2018,D23,Humbermede (22),Other Criminal Code Violations,Other,1,1,14240
14168,2014,D55,Flemingdon Park (44),Crimes Against Property,Break & Enter-House,7,4,14241
14121,2018,D12,Beechborough-Greenbrook (112),Crimes Against the Person,Assault,42,33,14242
14269,2019,D43,Bendale South (157),Other Federal Statute Violations,Other,2,2,14243
14368,2016,D53,Thorncliffe Park (55),Crimes Against the Person,Assault,77,52,14244
14219,2018,D12,Weston (113),Crimes Against Property,Theft Over $5000,8,4,14245
14169,2019,D33,St.Andrew-Windfields (40),Crimes Against the Person,Other,11,9,14246
14122,2016,D32,Clanton Park (33),Crimes Against the Person,Assault,55,33,14247
14270,2015,D53,North Toronto (173),Crimes Against Property,Fraud,23,4,14248
14369,2018,D42,East L'Amoreaux (148),Crimes Against the Person,Assault,64,39,14249
14220,2022,D42,West Rouge (143),Crimes Against the Person,Assault,39,25,14250
14170,2022,D55,Clairlea-Birchmount (120),Other Criminal Code Violations,Other,1,1,14251
14123,2021,D22,Stonegate-Queensway (16),Crimes Against Property,Fraud,89,11,14252
14271,2020,D43,Golfdale-Cedarbrae-Woburn (141),Crimes Against Property,Theft Over $5000,4,3,14253
14370,2020,D52,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,14254
14221,2015,D52,Yonge-Bay Corridor (170),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,40,36,14255
14171,2015,D11,Lambton Baby Point (114),Other Criminal Code Violations,Other,8,6,14256
14124,2017,D11,Roncesvalles (86),Controlled Drugs and Substances Act,Other,33,32,14257
14272,2023,D14,Wellington Place (164),Crimes Against Property,Theft Under $5000,845,177,14258
14371,2022,D22,Stonegate-Queensway (16),Crimes Against Property,Theft Under $5000,396,40,14259
14222,2021,D14,Annex (95),Crimes Against Property,Auto Theft,18,3,14260
14172,2021,D14,Palmerston-Little Italy (80),Crimes Against the Person,Robbery-Other,7,3,14261
14125,2018,D22,Edenbridge-Humber Valley (9),Crimes Against Property,Fraud,20,1,14262
14273,2018,D41,Eglinton East (138),Crimes Against Property,Break & Enter-Apartment,10,1,14263
14372,2015,D55,South Riverdale (70),Crimes Against Property,Auto Theft,24,2,14264
14173,2014,D12,Rockcliffe-Smythe (111),Crimes Against the Person,Other,26,14,14265
14126,2020,D33,Parkwoods-O'Connor Hills (149),Controlled Drugs and Substances Act,Other,1,1,14266
14223,2022,D53,Rosedale-Moore Park (98),Other Criminal Code Violations,Other,112,101,14267
14274,2016,D41,Bendale South (157),Crimes Against the Person,Assault,23,11,14268
14373,2018,D55,Danforth East York (59),Crimes Against Property,Theft Over $5000,3,1,14269
14174,2015,D11,High Park North (88),Crimes Against the Person,Robbery-Other,17,6,14270
14127,2018,D43,Golfdale-Cedarbrae-Woburn (141),Crimes Against Property,Theft Under $5000,356,160,14271
14224,2015,D55,Danforth East York (59),Crimes Against the Person,Sexual Violation,6,1,14272
14275,2021,D12,Weston-Pelham Park (91),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,1,14273
14374,2015,D55,Woodbine Corridor (64),Controlled Drugs and Substances Act,Other,18,17,14274
14175,2023,D32,Englemount-Lawrence (32),Crimes Against Property,Break & Enter-Apartment,6,2,14275
14128,2016,D12,Weston-Pelham Park (91),Controlled Drugs and Substances Act,Other,7,7,14276
14225,2018,D11,Dovercourt Village (172),Controlled Drugs and Substances Act,Other,1,1,14277
14276,2018,D52,University (79),Crimes Against Property,Fraud,39,17,14278
14375,2015,D43,Scarborough Village (139),Crimes Against Property,Break & Enter-Apartment,18,7,14279
14176,2018,D52,Bay-Cloverhill (169),Crimes Against the Person,Robbery-Other,22,12,14280
14129,2014,D55,Broadview North (57),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,14281
14226,2021,D33,Bayview Woods-Steeles (49),Crimes Against Property,Theft Under $5000,106,6,14282
14277,2020,D53,Casa Loma (96),Crimes Against Property,Other,12,1,14283
14376,2020,D43,Centennial Scarborough (133),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,14284
14177,2019,D33,Pleasant View (46),Other Criminal Code Violations,Other,18,16,14285
14130,2017,D11,Lambton Baby Point (114),Crimes Against Property,Theft Under $5000,21,1,14286
14227,2019,D52,Wellington Place (164),Crimes Against the Person,Sexual Violation,26,7,14287
14278,2022,D32,St.Andrew-Windfields (40),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,14288
14377,2017,D41,Kennedy Park (124),Controlled Drugs and Substances Act,Other,14,13,14289
14178,2022,D33,Wexford/Maryvale (119),Crimes Against Property,Other,2,1,14290
14131,2014,D13,Wychwood (94),Crimes Against the Person,Other,19,14,14291
14228,2016,D12,Keelesdale-Eglinton West (110),Controlled Drugs and Substances Act,Other,25,24,14292
14279,2019,D53,Leaside-Bennington (56),Crimes Against Property,Fraud,54,1,14293
14378,2015,D23,Mount Olive-Silverstone-Jamestown (2),Other Federal Statute Violations,Other,7,7,14294
14179,2015,D41,Cliffcrest (123),Crimes Against Property,Break & Enter-House,9,2,14295
14132,2015,D53,NSA,Crimes Against the Person,Assault,6,1,14296
14229,2020,D41,Dorset Park (126),Crimes Against Property,Break & Enter-Commercial,52,15,14297
14280,2019,D43,Golfdale-Cedarbrae-Woburn (141),Crimes Against the Person,Robbery-Other,43,16,14298
14379,2021,D12,Rustic (28),Criminal Code Traffic,Other,5,5,14299
14180,2014,D14,Dufferin Grove (83),Crimes Against Property,Other,19,4,14300
14133,2016,D11,Junction-Wallace Emerson (171),Crimes Against Property,Auto Theft,10,2,14301
14230,2017,D55,Greenwood-Coxwell (65),Crimes Against the Person,Other,20,8,14302
14281,2015,D31,York University Heights (27),Other Criminal Code Violations,Other,124,102,14303
14380,2014,D31,Downsview (155),Other Federal Statute Violations,Other,4,4,14304
14181,2016,D32,Willowdale West (37),Crimes Against Property,Break & Enter-Apartment,6,3,14305
14134,2015,D53,Thorncliffe Park (55),Controlled Drugs and Substances Act,Other,16,16,14306
14231,2019,D43,Eglinton East (138),Controlled Drugs and Substances Act,Other,20,18,14307
14282,2019,D43,Cliffcrest (123),Crimes Against the Person,Assault,87,55,14308
14381,2020,D42,Malvern East (146),Crimes Against the Person,Robbery-Other,15,9,14309
14382,2021,D42,L'Amoreaux West (147),Crimes Against Property,Break & Enter-Commercial,3,1,14310
14383,2015,D22,New Toronto (18),Crimes Against Property,Break & Enter-Commercial,18,5,14311
14384,2019,D43,Centennial Scarborough (133),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,14312
14385,2019,D13,Yorkdale-Glen Park (31),Crimes Against Property,Other,48,19,14313
14386,2015,D52,Wellington Place (164),Crimes Against Property,Break & Enter-Apartment,12,6,14314
14387,2016,D12,Mount Dennis (115),Crimes Against the Person,Robbery-Other,30,13,14315
14388,2021,D42,West Rouge (143),Crimes Against the Person,Assault,42,28,14316
14389,2017,D55,O'Connor-Parkview (54),Crimes Against the Person,Other,37,20,14317
14390,2022,D31,NSA,Crimes Against the Person,Robbery-Other,1,1,14318
14391,2015,D31,Humbermede (22),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,19,15,14319
14392,2019,D31,Pelmo Park-Humberlea (23),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,2,14320
14393,2015,D42,Morningside Heights (144),Controlled Drugs and Substances Act,Other,22,20,14321
14394,2016,D11,High Park-Swansea (87),Other Federal Statute Violations,Other,3,2,14322
14395,2019,D42,East L'Amoreaux (148),Crimes Against Property,Fraud,49,3,14323
14396,2017,D53,Rosedale-Moore Park (98),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,13,13,14324
14397,2017,D53,Thorncliffe Park (55),Crimes Against the Person,Assault,83,57,14325
14398,2018,D32,Bayview Woods-Steeles (49),Crimes Against the Person,Assault,2,2,14326
14399,2015,D23,West Humber-Clairville (1),Crimes Against Property,Break & Enter-House,19,4,14327
14400,2022,D33,Don Valley Village (47),Controlled Drugs and Substances Act,Other,20,10,14328
14135,2023,D33,Bayview Village (52),Crimes Against the Person,Sexual Violation,9,2,14329
14283,2023,D42,Tam O'Shanter-Sullivan (118),Criminal Code Traffic,Other,14,13,14330
14182,2020,D42,Agincourt North (129),Crimes Against Property,Break & Enter-Commercial,3,2,14331
14136,2017,D43,Highland Creek (134),Controlled Drugs and Substances Act,Other,73,60,14332
14232,2022,D32,East Willowdale (152),Crimes Against the Person,Other,15,8,14333
14284,2023,D14,Little Portugal (84),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,5,14334
14183,2015,D11,Rockcliffe-Smythe (111),Crimes Against the Person,Assault,3,3,14335
14137,2017,D22,Princess-Rosethorn (10),Crimes Against the Person,Assault,22,14,14336
14233,2016,D14,Dufferin Grove (83),Crimes Against Property,Theft Over $5000,1,1,14337
14285,2019,D43,NSA,Crimes Against the Person,Assault,12,10,14338
14184,2014,D32,Willowdale West (37),Other Federal Statute Violations,Other,3,3,14339
14138,2023,D52,St Lawrence-East Bayfront-The Islands (166),Crimes Against Property,Break & Enter-Other,5,2,14340
14234,2018,D53,South Eglinton-Davisville (174),Crimes Against Property,Theft Under $5000,265,47,14341
14286,2016,D32,Lansing-Westgate (38),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6,14342
14185,2023,D53,Leaside-Bennington (56),Crimes Against Property,Break & Enter-Commercial,11,3,14343
14139,2019,D55,Woodbine Corridor (64),Controlled Drugs and Substances Act,Other,5,5,14344
14235,2014,D42,Milliken (130),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,14345
14287,2015,D51,Downtown Yonge East (168),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,32,31,14346
14186,2019,D13,Forest Hill North (102),Crimes Against the Person,Sexual Violation,6,4,14347
14140,2017,D12,Rockcliffe-Smythe (111),Crimes Against the Person,Assault,94,74,14348
14236,2015,D14,Wellington Place (164),Crimes Against Property,Theft Over $5000,5,1,14349
14288,2017,D33,Bayview Woods-Steeles (49),Crimes Against Property,Auto Theft,21,1,14350
14187,2021,D32,Avondale (153),Crimes Against Property,Other,34,10,14351
14141,2016,D42,Agincourt North (129),Other Criminal Code Violations,Other,39,36,14352
14188,2016,D11,Dufferin Grove (83),Crimes Against Property,Other,70,18,14353
14289,2022,D42,Tam O'Shanter-Sullivan (118),Crimes Against Property,Fraud,103,4,14354
14237,2016,D13,Humewood-Cedarvale (106),Crimes Against Property,Break & Enter-Commercial,4,2,14355
14142,2016,D31,Downsview (155),Crimes Against Property,Break & Enter-Apartment,2,1,14356
14189,2014,D51,St Lawrence-East Bayfront-The Islands (166),Other Criminal Code Violations,Other,38,38,14357
14290,2023,D22,Long Branch (19),Other Criminal Code Violations,Other,45,33,14358
14238,2021,D22,Humber Bay Shores (161),Crimes Against the Person,Assault,93,68,14359
14143,2015,D13,Yorkdale-Glen Park (31),Crimes Against the Person,Sexual Violation,5,1,14360
14190,2020,D55,North Riverdale (68),Controlled Drugs and Substances Act,Other,3,3,14361
14291,2016,D43,Bendale South (157),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,14362
14239,2020,D22,Markland Wood (12),Crimes Against the Person,Assault,40,23,14363
14144,2022,D23,Edenbridge-Humber Valley (9),Criminal Code Traffic,Other,3,3,14364
14191,2018,D43,West Rouge (143),Crimes Against Property,Break & Enter-Commercial,4,1,14365
14292,2016,D32,Willowdale West (37),Crimes Against Property,Theft Under $5000,144,14,14366
14240,2017,D13,Forest Hill North (102),Controlled Drugs and Substances Act,Other,3,3,14367
14145,2020,D14,Fort York-Liberty Village (163),Crimes Against the Person,Robbery-Other,10,6,14368
14192,2016,D14,Trinity-Bellwoods (81),Crimes Against the Person,Sexual Violation,12,7,14369
14293,2015,D42,Malvern East (146),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,19,17,14370
14241,2014,D14,Kensington-Chinatown (78),Crimes Against the Person,Other,28,17,14371
14146,2021,D55,Flemingdon Park (44),Crimes Against the Person,Sexual Violation,17,12,14372
14193,2022,D52,NSA,Crimes Against the Person,Assault,4,2,14373
14294,2018,D13,Corso Italia-Davenport (92),Crimes Against Property,Fraud,42,15,14374
14242,2020,D23,Kingsview Village-The Westway (6),Crimes Against the Person,Robbery-Other,4,3,14375
14147,2017,D42,Steeles (116),Criminal Code Traffic,Other,11,11,14376
14194,2022,D31,Black Creek (24),Crimes Against Property,Auto Theft,72,2,14377
14295,2017,D13,Oakwood Village (107),Crimes Against Property,Auto Theft,14,2,14378
14243,2021,D12,Weston (113),Crimes Against the Person,Other,35,22,14379
14148,2022,D23,Rexdale-Kipling (4),Crimes Against the Person,Other,15,10,14380
14195,2021,D32,Englemount-Lawrence (32),Crimes Against the Person,Assault,65,33,14381
14296,2020,D13,Caledonia-Fairbank (109),Crimes Against Property,Break & Enter-Commercial,4,1,14382
14244,2022,D31,NSA,Crimes Against the Person,Other,5,2,14383
14149,2021,D31,Oakdale-Beverley Heights (154),Crimes Against Property,Break & Enter-Apartment,10,2,14384
14196,2021,D14,South Parkdale (85),Crimes Against the Person,Sexual Violation,20,9,14385
14297,2018,D11,South Parkdale (85),Crimes Against Property,Auto Theft,5,1,14386
14245,2021,D42,Milliken (130),Crimes Against the Person,Robbery-Other,10,6,14387
14150,2015,D51,Cabbagetown-South St.James Town (71),Crimes Against Property,Break & Enter-Apartment,35,5,14388
14197,2022,D12,Mount Dennis (115),Crimes Against Property,Break & Enter-Other,2,1,14389
14298,2020,D41,Bendale-Glen Andrew (156),Crimes Against the Person,Assault,42,25,14390
14246,2016,D22,Islington (158),Crimes Against Property,Break & Enter-House,21,1,14391
14198,2016,D32,Avondale (153),Other Criminal Code Violations,Other,12,9,14392
14299,2015,D31,Glenfield-Jane Heights (25),Crimes Against the Person,Attempt Murder,5,3,14393
14247,2018,D53,Forest Hill South (101),Other Criminal Code Violations,Other,1,1,14394
14199,2014,D43,Golfdale-Cedarbrae-Woburn (141),Criminal Code Traffic,Other,27,26,14395
14300,2016,D52,Kensington-Chinatown (78),Crimes Against the Person,Other,45,22,14396
14248,2017,D23,NSA,Crimes Against the Person,Sexual Violation,3,1,14397
14200,2022,D53,Annex (95),Crimes Against Property,Auto Theft,43,2,14398
14249,2021,D55,North Riverdale (68),Criminal Code Traffic,Other,6,6,14399
14250,2019,D55,Playter Estates-Danforth (67),Other Criminal Code Violations,Other,42,37,14400
14501,2023,D22,Markland Wood (12),Crimes Against Property,Fraud,38,4,14401
14551,2021,D51,Regent Park (72),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,15,14,14402
14401,2016,D14,NSA,Criminal Code Traffic,Other,1,1,14403
14502,2022,D43,Golfdale-Cedarbrae-Woburn (141),Other Federal Statute Violations,Other,2,1,14404
14601,2023,D22,Humber Heights-Westmount (8),Criminal Code Traffic,Other,4,4,14405
14552,2017,D32,NSA,Criminal Code Traffic,Other,2,2,14406
14503,2014,D52,Downtown Yonge East (168),Crimes Against Property,Other,16,16,14407
14402,2017,D13,Caledonia-Fairbank (109),Crimes Against the Person,Robbery-Other,9,5,14408
14553,2022,D55,O'Connor-Parkview (54),Crimes Against the Person,Attempt Murder,2,2,14409
14651,2014,D51,Cabbagetown-South St.James Town (71),Crimes Against Property,Theft Under $5000,314,66,14410
14602,2023,D12,Beechborough-Greenbrook (112),Crimes Against Property,Other,28,8,14411
14701,2015,D53,Casa Loma (96),Crimes Against Property,Break & Enter-House,3,1,14412
14504,2020,D51,St Lawrence-East Bayfront-The Islands (166),Controlled Drugs and Substances Act,Other,10,10,14413
14751,2014,D53,Rosedale-Moore Park (98),Other Criminal Code Violations,Other,47,41,14414
14403,2022,D12,Brookhaven-Amesbury (30),Crimes Against the Person,Robbery-Financial,1,1,14415
14554,2017,D41,Clairlea-Birchmount (120),Crimes Against Property,Fraud,83,16,14416
14652,2022,D31,Pelmo Park-Humberlea (23),Crimes Against Property,Fraud,12,1,14417
14603,2022,D23,Mount Olive-Silverstone-Jamestown (2),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,16,11,14418
14702,2014,D14,St Lawrence-East Bayfront-The Islands (166),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,14419
14505,2017,D32,Bathurst Manor (34),Crimes Against the Person,Other,19,11,14420
14752,2019,NSA,NSA,Crimes Against Property,Theft Over $5000,26,5,14421
14404,2020,D41,Ionview (125),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,6,14422
14555,2021,D22,Mimico-Queensway (160),Crimes Against the Person,Sexual Violation,13,7,14423
14653,2018,D53,Leaside-Bennington (56),Crimes Against the Person,Other,11,1,14424
14604,2018,D11,Runnymede-Bloor West Village (89),Crimes Against Property,Break & Enter-House,7,1,14425
14703,2017,D11,Dovercourt Village (172),Controlled Drugs and Substances Act,Other,2,2,14426
14506,2021,D13,Forest Hill South (101),Crimes Against Property,Other,28,3,14427
14753,2019,D13,Corso Italia-Davenport (92),Crimes Against the Person,Robbery-Other,27,11,14428
14405,2015,D13,Briar Hill-Belgravia (108),Crimes Against the Person,Attempt Murder,1,1,14429
14556,2017,D12,Weston (113),Other Criminal Code Violations,Other,116,109,14430
14654,2022,D55,Woodbine-Lumsden (60),Crimes Against the Person,Robbery-Other,4,1,14431
14605,2019,D23,Edenbridge-Humber Valley (9),Crimes Against the Person,Assault,8,6,14432
14704,2017,D51,Church-Wellesley (167),Crimes Against the Person,Robbery-Other,33,11,14433
14507,2020,D14,Palmerston-Little Italy (80),Crimes Against Property,Theft Under $5000,224,38,14434
14754,2022,D41,Cliffcrest (123),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,6,14435
14406,2018,D52,Kensington-Chinatown (78),Crimes Against the Person,Other,43,18,14436
14557,2016,D41,Eglinton East (138),Crimes Against the Person,Other,24,14,14437
14655,2015,D42,Yonge-Bay Corridor (170),Other Criminal Code Violations,Other,1,1,14438
14606,2020,D42,Tam O'Shanter-Sullivan (118),Crimes Against Property,Break & Enter-Apartment,13,3,14439
14705,2023,D41,NSA,Crimes Against the Person,Assault,4,1,14440
14508,2019,D22,Long Branch (19),Criminal Code Traffic,Other,6,6,14441
14755,2014,D42,Tam O'Shanter-Sullivan (118),Crimes Against Property,Theft Under $5000,319,124,14442
14756,2021,D22,New Toronto (18),Crimes Against the Person,Sexual Violation,11,5,14443
14757,2020,D41,Dorset Park (126),Crimes Against Property,Other,114,35,14444
14758,2014,D53,South Eglinton-Davisville (174),Crimes Against the Person,Sexual Violation,10,3,14445
14759,2017,D41,Bendale-Glen Andrew (156),Crimes Against Property,Break & Enter-Commercial,7,3,14446
14760,2021,D42,Malvern East (146),Crimes Against Property,Auto Theft,43,1,14447
14761,2020,D55,Woodbine Corridor (64),Crimes Against Property,Break & Enter-Apartment,8,2,14448
14762,2018,D12,Rockcliffe-Smythe (111),Crimes Against Property,Fraud,51,17,14449
14763,2015,D41,Wexford/Maryvale (119),Crimes Against the Person,Attempt Murder,4,1,14450
14764,2016,D43,Woburn North (142),Crimes Against Property,Other,96,35,14451
14765,2016,D14,Annex (95),Other Criminal Code Violations,Other,40,32,14452
14766,2019,D12,Mount Dennis (115),Crimes Against the Person,Robbery-Other,13,6,14453
14767,2017,D33,Don Valley Village (47),Crimes Against the Person,Assault,119,90,14454
14768,2023,D32,NSA,Crimes Against the Person,Robbery-Other,2,1,14455
14769,2017,D12,Pelmo Park-Humberlea (23),Crimes Against the Person,Robbery-Other,10,2,14456
14770,2020,D51,Church-Wellesley (167),Crimes Against the Person,Attempt Murder,1,1,14457
14771,2015,D51,Church-Wellesley (167),Crimes Against Property,Theft Under $5000,627,227,14458
14772,2017,D22,Etobicoke City Centre (159),Crimes Against Property,Break & Enter-House,4,3,14459
14773,2023,D52,Harbourfront-CityPlace (165),Crimes Against Property,Theft Under $5000,284,12,14460
14774,2020,D55,O'Connor-Parkview (54),Crimes Against the Person,Assault,101,72,14461
14775,2017,D13,Oakwood Village (107),Crimes Against the Person,Sexual Violation,11,6,14462
14776,2023,D52,Wellington Place (164),Crimes Against Property,Break & Enter-House,1,1,14463
14777,2017,D13,Humewood-Cedarvale (106),Crimes Against the Person,Robbery-Other,7,1,14464
14778,2015,D13,Yorkdale-Glen Park (31),Crimes Against Property,Break & Enter-Other,5,3,14465
14779,2020,D51,Church-Wellesley (167),Crimes Against Property,Other,273,97,14466
14780,2022,D52,Church-Wellesley (167),Crimes Against Property,Other,6,1,14467
14781,2017,D13,Englemount-Lawrence (32),Crimes Against Property,Fraud,11,6,14468
14782,2016,D33,Banbury-Don Mills (42),Crimes Against Property,Break & Enter-House,32,1,14469
14783,2017,D42,Malvern West (145),Crimes Against Property,Theft Over $5000,4,1,14470
14784,2022,D11,Blake-Jones (69),Crimes Against the Person,Sexual Violation,1,1,14471
14785,2022,D55,Victoria Village (43),Crimes Against the Person,Assault,64,43,14472
14786,2019,D32,Willowdale West (37),Other Federal Statute Violations,Other,2,1,14473
14787,2022,D51,St Lawrence-East Bayfront-The Islands (166),Crimes Against Property,Break & Enter-Apartment,32,10,14474
14788,2017,D32,Yorkdale-Glen Park (31),Crimes Against Property,Break & Enter-Apartment,6,2,14475
14789,2014,D14,Kensington-Chinatown (78),Crimes Against Property,Break & Enter-House,9,3,14476
14790,2022,D43,Highland Creek (134),Crimes Against the Person,Assault,54,38,14477
14791,2019,D32,Bridle Path-Sunnybrook-York Mills (41),Crimes Against Property,Theft Under $5000,77,7,14478
14792,2021,D43,Golfdale-Cedarbrae-Woburn (141),Crimes Against Property,Auto Theft,51,9,14479
14793,2014,D32,York University Heights (27),Crimes Against Property,Theft Under $5000,231,89,14480
14794,2018,D33,NSA,Crimes Against the Person,Robbery-Other,2,2,14481
14795,2021,D43,Guildwood (140),Crimes Against the Person,Other,11,5,14482
14796,2014,D55,Woodbine-Lumsden (60),Crimes Against Property,Auto Theft,2,1,14483
14797,2018,D22,Princess-Rosethorn (10),Other Criminal Code Violations,Other,12,11,14484
14798,2019,D55,Greenwood-Coxwell (65),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,8,14485
14799,2015,D12,Maple Leaf (29),Crimes Against Property,Break & Enter-Apartment,5,3,14486
14800,2016,D12,Weston-Pelham Park (91),Crimes Against Property,Fraud,12,2,14487
14509,2019,D55,Flemingdon Park (44),Controlled Drugs and Substances Act,Other,8,7,14488
14607,2018,D42,Milliken (130),Crimes Against the Person,Other,17,4,14489
14510,2015,D43,Centennial Scarborough (133),Controlled Drugs and Substances Act,Other,6,5,14490
14558,2015,D43,Eglinton East (138),Other Criminal Code Violations,Other,72,67,14491
14656,2021,D32,Englemount-Lawrence (32),Criminal Code Traffic,Other,2,1,14492
14706,2016,D14,Harbourfront-CityPlace (165),Controlled Drugs and Substances Act,Other,16,13,14493
14657,2020,D13,Briar Hill-Belgravia (108),Crimes Against the Person,Robbery-Other,7,4,14494
14407,2021,D55,Blake-Jones (69),Crimes Against Property,Break & Enter-Commercial,17,9,14495
14707,2014,D13,Englemount-Lawrence (32),Crimes Against Property,Break & Enter-Other,5,2,14496
14608,2017,D13,Brookhaven-Amesbury (30),Other Criminal Code Violations,Other,1,1,14497
14511,2022,D42,Morningside Heights (144),Controlled Drugs and Substances Act,Other,2,2,14498
14559,2019,D22,Islington (158),Crimes Against the Person,Other,20,13,14499
14658,2023,D23,Willowridge-Martingrove-Richview (7),Crimes Against the Person,Other,15,9,14500
14408,2015,D32,York University Heights (27),Crimes Against Property,Break & Enter-Commercial,65,1,14501
14708,2023,D22,Humber Bay Shores (161),Crimes Against Property,Break & Enter-Apartment,26,6,14502
14609,2020,D55,Taylor-Massey (61),Other Federal Statute Violations,Other,1,1,14503
14512,2022,D51,Regent Park (72),Crimes Against Property,Theft Over $5000,5,3,14504
14560,2015,D53,Bay-Cloverhill (169),Crimes Against the Person,Other,1,1,14505
14659,2019,D53,South Eglinton-Davisville (174),Crimes Against Property,Theft Under $5000,233,25,14506
14409,2023,D52,Harbourfront-CityPlace (165),Crimes Against Property,Break & Enter-Commercial,34,15,14507
14709,2022,D31,Downsview (155),Crimes Against Property,Break & Enter-House,8,3,14508
14610,2023,D52,Downtown Yonge East (168),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,17,16,14509
14513,2020,D42,Agincourt South-Malvern West (128),Crimes Against Property,Auto Theft,63,6,14510
14561,2018,D14,University (79),Criminal Code Traffic,Other,5,5,14511
14660,2016,D53,Rosedale-Moore Park (98),Crimes Against the Person,Sexual Violation,12,7,14512
14410,2016,D32,Avondale (153),Crimes Against Property,Theft Under $5000,107,32,14513
14710,2022,D41,Dorset Park (126),Crimes Against Property,Break & Enter-House,8,1,14514
14611,2020,D43,Guildwood (140),Crimes Against Property,Break & Enter-House,2,1,14515
14514,2015,D53,Mount Pleasant East (99),Crimes Against the Person,Sexual Violation,3,1,14516
14562,2023,D32,Yorkdale-Glen Park (31),Crimes Against the Person,Assault,99,55,14517
14661,2023,D41,Bendale-Glen Andrew (156),Crimes Against the Person,Assault,56,39,14518
14411,2017,D11,Yonge-Bay Corridor (170),Other Criminal Code Violations,Other,1,1,14519
14711,2018,D55,Victoria Village (43),Crimes Against Property,Other,30,14,14520
14612,2017,D41,Kennedy Park (124),Crimes Against Property,Break & Enter-House,12,2,14521
14515,2014,D43,West Hill (136),Controlled Drugs and Substances Act,Other,58,53,14522
14563,2023,D11,Dufferin Grove (83),Crimes Against the Person,Other,24,15,14523
14662,2017,D23,NSA,Other Criminal Code Violations,Other,3,3,14524
14412,2021,D11,Little Portugal (84),Crimes Against the Person,Other,9,6,14525
14712,2016,D13,Wychwood (94),Crimes Against the Person,Other,18,13,14526
14613,2023,D41,Bendale-Glen Andrew (156),Other Criminal Code Violations,Other,30,23,14527
14516,2020,D11,Roncesvalles (86),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6,14528
14564,2023,D51,North St.James Town (74),Crimes Against Property,Break & Enter-House,1,1,14529
14663,2022,D55,Blake-Jones (69),Crimes Against Property,Other,71,7,14530
14413,2016,D53,Bedford Park-Nortown (39),Crimes Against Property,Fraud,5,2,14531
14713,2020,D12,Brookhaven-Amesbury (30),Criminal Code Traffic,Other,18,16,14532
14614,2019,D43,Morningside (135),Other Criminal Code Violations,Other,47,46,14533
14517,2020,D13,Forest Hill North (102),Crimes Against Property,Break & Enter-Commercial,12,7,14534
14565,2020,D14,Annex (95),Crimes Against the Person,Other,13,10,14535
14566,2019,D22,Etobicoke City Centre (159),Other Criminal Code Violations,Other,147,125,14536
14567,2021,D53,Mount Pleasant East (99),Crimes Against the Person,Sexual Violation,14,4,14537
14568,2014,D14,Harbourfront-CityPlace (165),Crimes Against the Person,Assault,32,25,14538
14569,2021,D14,West Queen West (162),Crimes Against Property,Fraud,62,4,14539
14570,2022,D13,Wychwood (94),Crimes Against the Person,Robbery-Other,4,1,14540
14571,2019,D32,Westminster-Branson (35),Crimes Against the Person,Other,23,14,14541
14572,2018,D32,Newtonbrook East (50),Crimes Against the Person,Other,29,11,14542
14573,2015,D51,South Riverdale (70),Other Criminal Code Violations,Other,1,1,14543
14574,2015,D51,Moss Park (73),Crimes Against Property,Other,222,100,14544
14575,2016,D42,West Rouge (143),Crimes Against Property,Fraud,28,3,14545
14576,2021,D13,Wychwood (94),Crimes Against the Person,Assault,55,34,14546
14577,2014,D14,Bay-Cloverhill (169),Other Criminal Code Violations,Other,1,1,14547
14578,2014,D22,Kingsway South (15),Controlled Drugs and Substances Act,Other,5,5,14548
14579,2019,D43,West Hill (136),Controlled Drugs and Substances Act,Other,25,23,14549
