INDEX,REPORT_YEAR,DIVISION,NEIGHBOURHOOD,CATEGORY,SUBTYPE,COUNT,COUNT_CLEARED,ObjectId
14580,2021,D11,Runnymede-Bloor West Village (89),Crimes Against the Person,Robbery-Financial,1,1,14550
14581,2017,D22,Mimico-Queensway (160),Crimes Against Property,Theft Over $5000,5,1,14551
14582,2022,D41,Cliffcrest (123),Crimes Against the Person,Other,8,7,14552
14583,2018,D11,Roncesvalles (86),Crimes Against Property,Fraud,60,9,14553
14584,2021,D32,Westminster-Branson (35),Crimes Against the Person,Other,21,14,14554
14585,2016,D43,Bendale-Glen Andrew (156),Other Criminal Code Violations,Other,78,71,14555
14586,2017,D41,Dorset Park (126),Crimes Against Property,Break & Enter-Commercial,44,13,14556
14587,2022,D53,Annex (95),Crimes Against the Person,Other,33,20,14557
14588,2017,D55,East End-Danforth (62),Crimes Against the Person,Robbery-Financial,4,4,14558
14589,2014,D14,Wellington Place (164),Crimes Against the Person,Other,16,9,14559
14590,2015,D14,South Parkdale (85),Crimes Against Property,Break & Enter-Other,1,1,14560
14591,2022,D22,Stonegate-Queensway (16),Crimes Against Property,Break & Enter-Commercial,20,1,14561
14592,2022,D12,Brookhaven-Amesbury (30),Crimes Against the Person,Other,22,13,14562
14593,2017,D43,Woburn North (142),Crimes Against the Person,Assault,157,110,14563
14594,2021,D11,Runnymede-Bloor West Village (89),Crimes Against the Person,Assault,22,17,14564
14595,2018,D33,Don Valley Village (47),Crimes Against the Person,Assault,108,69,14565
14596,2015,D13,Forest Hill North (102),Other Criminal Code Violations,Other,5,5,14566
14597,2023,D11,Weston-Pelham Park (91),Controlled Drugs and Substances Act,Other,3,3,14567
14598,2022,D55,Victoria Village (43),Crimes Against Property,Fraud,15,3,14568
14599,2014,D53,Leaside-Bennington (56),Criminal Code Traffic,Other,6,6,14569
14600,2022,D55,North Riverdale (68),Crimes Against the Person,Robbery-Other,9,1,14570
14451,2017,D42,Morningside Heights (144),Crimes Against the Person,Sexual Violation,7,4,14571
14664,2023,D42,Morningside Heights (144),Crimes Against the Person,Other,27,23,14572
14518,2020,D52,Church-Wellesley (167),Crimes Against the Person,Sexual Violation,2,1,14573
14414,2015,D41,Clairlea-Birchmount (120),Crimes Against Property,Other,149,73,14574
14615,2021,D53,Yonge-St.Clair (97),Crimes Against the Person,Assault,41,23,14575
14452,2018,D11,South Parkdale (85),Crimes Against Property,Break & Enter-Commercial,1,1,14576
14714,2017,D41,Ionview (125),Crimes Against Property,Other,49,19,14577
14665,2023,D52,Wellington Place (164),Other Criminal Code Violations,Other,62,49,14578
14519,2015,D51,NSA,Crimes Against Property,Other,8,5,14579
14415,2014,D55,North Riverdale (68),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,4,14580
14616,2021,D14,Trinity-Bellwoods (81),Crimes Against Property,Break & Enter-House,7,1,14581
14453,2016,D14,South Parkdale (85),Crimes Against Property,Other,111,53,14582
14454,2020,D13,Corso Italia-Davenport (92),Crimes Against Property,Break & Enter-Commercial,24,12,14583
14455,2016,D53,Forest Hill North (102),Crimes Against the Person,Sexual Violation,1,1,14584
14456,2022,D55,Greenwood-Coxwell (65),Controlled Drugs and Substances Act,Other,4,4,14585
14457,2017,D55,O'Connor-Parkview (54),Crimes Against Property,Break & Enter-Commercial,11,2,14586
14458,2020,D33,Flemingdon Park (44),Crimes Against the Person,Assault,5,4,14587
14459,2017,D55,South Riverdale (70),Other Criminal Code Violations,Other,149,130,14588
14460,2018,D12,Brookhaven-Amesbury (30),Other Criminal Code Violations,Other,82,77,14589
14461,2015,D52,Yonge-Bay Corridor (170),Other Federal Statute Violations,Other,7,5,14590
14462,2014,D32,Bedford Park-Nortown (39),Criminal Code Traffic,Other,6,6,14591
14463,2015,D22,Etobicoke City Centre (159),Crimes Against the Person,Other,54,25,14592
14464,2018,D41,Clairlea-Birchmount (120),Crimes Against Property,Other,141,57,14593
14465,2023,D22,Willowridge-Martingrove-Richview (7),Crimes Against the Person,Assault,8,6,14594
14466,2014,D11,Junction-Wallace Emerson (171),Crimes Against Property,Theft Over $5000,2,1,14595
14467,2020,D14,University (79),Crimes Against Property,Break & Enter-House,8,4,14596
14468,2015,D41,Oakridge (121),Crimes Against Property,Break & Enter-Commercial,23,10,14597
14469,2019,D31,York University Heights (27),Crimes Against Property,Auto Theft,98,12,14598
14470,2018,D43,West Hill (136),Crimes Against the Person,Sexual Violation,56,42,14599
14471,2023,D55,Woodbine-Lumsden (60),Crimes Against Property,Other,35,6,14600
14472,2015,D13,York University Heights (27),Crimes Against the Person,Other,1,1,14601
14473,2018,D23,Humber Heights-Westmount (8),Crimes Against Property,Break & Enter-Apartment,12,1,14602
14474,2020,D22,Markland Wood (12),Other Criminal Code Violations,Other,15,12,14603
14475,2019,D12,Weston (113),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,18,16,14604
14476,2016,D52,Church-Wellesley (167),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,14605
14477,2016,D53,Leaside-Bennington (56),Crimes Against Property,Theft Under $5000,88,19,14606
14478,2019,D41,Birchcliffe-Cliffside (122),Crimes Against the Person,Sexual Violation,27,15,14607
14479,2014,D23,Eringate-Centennial-West Deane (11),Controlled Drugs and Substances Act,Other,2,2,14608
14480,2023,D42,L'Amoreaux West (147),Criminal Code Traffic,Other,5,5,14609
14481,2020,D33,Pleasant View (46),Crimes Against Property,Theft Under $5000,118,10,14610
14482,2021,D52,Yonge-Bay Corridor (170),Crimes Against Property,Theft Over $5000,26,9,14611
14483,2015,D42,Centennial Scarborough (133),Crimes Against Property,Theft Under $5000,5,1,14612
14484,2021,D23,Humber Heights-Westmount (8),Controlled Drugs and Substances Act,Other,1,1,14613
14485,2019,D13,Oakwood Village (107),Crimes Against the Person,Sexual Violation,15,11,14614
14486,2014,D53,Bridle Path-Sunnybrook-York Mills (41),Crimes Against Property,Break & Enter-House,14,1,14615
14487,2016,D12,Beechborough-Greenbrook (112),Controlled Drugs and Substances Act,Other,20,20,14616
14488,2017,D51,Yonge-Bay Corridor (170),Other Criminal Code Violations,Other,50,50,14617
14489,2014,D31,Downsview (155),Crimes Against Property,Auto Theft,22,3,14618
14490,2015,D32,Willowdale West (37),Crimes Against Property,Auto Theft,14,1,14619
14491,2023,D32,Yorkdale-Glen Park (31),Crimes Against Property,Theft Under $5000,937,106,14620
14492,2022,D33,Hillcrest Village (48),Crimes Against Property,Fraud,64,2,14621
14493,2016,D52,Harbourfront-CityPlace (165),Criminal Code Traffic,Other,20,20,14622
14494,2022,D42,Morningside Heights (144),Crimes Against Property,Break & Enter-Commercial,16,3,14623
14495,2021,D14,NSA,Criminal Code Traffic,Other,1,1,14624
14496,2020,D13,Caledonia-Fairbank (109),Criminal Code Traffic,Other,3,2,14625
14497,2021,D55,Greenwood-Coxwell (65),Crimes Against the Person,Robbery-Other,11,5,14626
14498,2016,D31,Oakdale-Beverley Heights (154),Crimes Against Property,Theft Over $5000,8,1,14627
14499,2019,D11,Roncesvalles (86),Crimes Against Property,Other,105,27,14628
14500,2020,D32,Yorkdale-Glen Park (31),Crimes Against Property,Break & Enter-House,6,2,14629
14666,2016,D53,Thorncliffe Park (55),Other Federal Statute Violations,Other,1,1,14630
14520,2015,D52,St Lawrence-East Bayfront-The Islands (166),Crimes Against Property,Fraud,69,16,14631
14416,2021,D11,Dufferin Grove (83),Crimes Against Property,Break & Enter-Commercial,5,1,14632
14617,2023,D32,Bedford Park-Nortown (39),Crimes Against Property,Other,101,10,14633
14667,2015,D23,Thistletown-Beaumond Heights (3),Crimes Against the Person,Sexual Violation,8,7,14634
14715,2023,D14,Annex (95),Crimes Against the Person,Sexual Violation,11,6,14635
14417,2016,D32,Englemount-Lawrence (32),Other Criminal Code Violations,Other,36,33,14636
14668,2023,D33,Fenside-Parkwoods (150),Other Criminal Code Violations,Other,56,37,14637
14618,2017,D22,New Toronto (18),Crimes Against Property,Theft Under $5000,115,28,14638
14521,2014,D51,Church-Wellesley (167),Crimes Against the Person,Sexual Violation,20,8,14639
14716,2016,D23,Mount Olive-Silverstone-Jamestown (2),Crimes Against the Person,Other,64,37,14640
14418,2019,D32,Westminster-Branson (35),Crimes Against the Person,Robbery-Other,8,3,14641
14669,2018,D41,Eglinton East (138),Crimes Against Property,Theft Over $5000,3,1,14642
14619,2017,D53,Rosedale-Moore Park (98),Crimes Against Property,Theft Under $5000,610,159,14643
14522,2018,D51,St Lawrence-East Bayfront-The Islands (166),Crimes Against Property,Theft Under $5000,770,155,14644
14717,2018,D51,St Lawrence-East Bayfront-The Islands (166),Crimes Against Property,Auto Theft,19,2,14645
14419,2020,D33,Banbury-Don Mills (42),Crimes Against the Person,Sexual Violation,15,8,14646
14670,2019,D53,Casa Loma (96),Crimes Against Property,Other,15,4,14647
14620,2022,NSA,NSA,Crimes Against Property,Theft Under $5000,109,11,14648
14523,2022,D55,O'Connor-Parkview (54),Crimes Against the Person,Sexual Violation,14,7,14649
14718,2014,D14,University (79),Crimes Against Property,Break & Enter-Commercial,20,9,14650
14420,2021,D55,Victoria Village (43),Crimes Against the Person,Assault,44,30,14651
14671,2017,D52,Yonge-Bay Corridor (170),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,60,56,14652
14621,2021,D12,Weston (113),Crimes Against Property,Other,107,28,14653
14524,2020,D33,Hillcrest Village (48),Crimes Against the Person,Robbery-Other,10,2,14654
14719,2014,D41,Bendale-Glen Andrew (156),Crimes Against Property,Break & Enter-Commercial,17,5,14655
14421,2019,D14,South Parkdale (85),Crimes Against the Person,Sexual Violation,22,7,14656
14672,2018,D22,NSA,Crimes Against Property,Other,1,1,14657
14622,2016,D14,Dovercourt Village (172),Crimes Against Property,Break & Enter-Apartment,7,1,14658
14525,2017,D31,Oakdale-Beverley Heights (154),Other Federal Statute Violations,Other,7,7,14659
14720,2021,D43,Woburn North (142),Criminal Code Traffic,Other,21,18,14660
14422,2023,D42,East L'Amoreaux (148),Crimes Against the Person,Sexual Violation,8,3,14661
14673,2023,D42,Malvern West (145),Other Criminal Code Violations,Other,28,23,14662
14623,2015,D43,Cliffcrest (123),Crimes Against Property,Theft Over $5000,3,1,14663
14526,2019,D55,Taylor-Massey (61),Crimes Against Property,Break & Enter-House,5,2,14664
14721,2022,D22,New Toronto (18),Crimes Against the Person,Assault,147,78,14665
14423,2014,D31,Humber Summit (21),Crimes Against Property,Break & Enter-Apartment,4,1,14666
14674,2019,D55,Greenwood-Coxwell (65),Crimes Against the Person,Attempt Murder,1,1,14667
14624,2021,D11,Runnymede-Bloor West Village (89),Crimes Against Property,Theft Over $5000,8,1,14668
14527,2021,D13,Briar Hill-Belgravia (108),Crimes Against Property,Theft Over $5000,3,1,14669
14722,2020,D13,Corso Italia-Davenport (92),Other Criminal Code Violations,Other,35,31,14670
14424,2018,D53,Bedford Park-Nortown (39),Other Criminal Code Violations,Other,6,6,14671
14675,2016,D11,Weston-Pelham Park (91),Crimes Against the Person,Sexual Violation,2,2,14672
14625,2022,D52,Downtown Yonge East (168),Crimes Against Property,Auto Theft,4,2,14673
14528,2020,D22,Alderwood (20),Crimes Against Property,Other,32,13,14674
14529,2023,D32,Bedford Park-Nortown (39),Crimes Against the Person,Robbery-Other,8,5,14675
14530,2022,D32,East Willowdale (152),Crimes Against Property,Theft Under $5000,122,4,14676
14531,2015,D55,Taylor-Massey (61),Crimes Against Property,Fraud,45,8,14677
14532,2015,D11,Dufferin Grove (83),Criminal Code Traffic,Other,7,7,14678
14533,2019,D12,Maple Leaf (29),Other Criminal Code Violations,Other,14,10,14679
14534,2017,D55,North Riverdale (68),Crimes Against the Person,Other,20,12,14680
14535,2020,D51,Downtown Yonge East (168),Crimes Against the Person,Assault,374,225,14681
14536,2019,D14,University (79),Criminal Code Traffic,Other,4,3,14682
14537,2018,D32,Downsview (155),Controlled Drugs and Substances Act,Other,2,2,14683
14538,2018,D43,Cliffcrest (123),Controlled Drugs and Substances Act,Other,13,13,14684
14539,2018,D13,Wychwood (94),Criminal Code Traffic,Other,7,7,14685
14540,2016,D23,NSA,Other Criminal Code Violations,Other,3,3,14686
14541,2016,D33,Henry Farm (53),Crimes Against the Person,Robbery-Other,6,1,14687
14542,2022,D41,Clairlea-Birchmount (120),Crimes Against Property,Break & Enter-Apartment,19,8,14688
14543,2021,D51,North St.James Town (74),Crimes Against Property,Theft Under $5000,306,57,14689
14544,2015,D42,Tam O'Shanter-Sullivan (118),Crimes Against Property,Theft Over $5000,7,1,14690
14545,2015,D41,Cliffcrest (123),Crimes Against Property,Other,16,3,14691
14546,2017,D53,Casa Loma (96),Controlled Drugs and Substances Act,Other,1,1,14692
14547,2016,D55,East End-Danforth (62),Crimes Against Property,Break & Enter-Other,7,2,14693
14548,2018,D42,Malvern East (146),Crimes Against Property,Auto Theft,35,5,14694
14549,2016,D14,West Queen West (162),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5,14695
14550,2015,D11,Little Portugal (84),Crimes Against Property,Fraud,7,1,14696
14723,2014,D23,Kingsview Village-The Westway (6),Controlled Drugs and Substances Act,Other,25,24,14697
14626,2021,D11,High Park-Swansea (87),Crimes Against Property,Break & Enter-Commercial,9,3,14698
14676,2015,D51,Downtown Yonge East (168),Crimes Against Property,Break & Enter-Apartment,16,4,14699
14425,2019,D12,Pelmo Park-Humberlea (23),Criminal Code Traffic,Other,4,3,14700
14724,2015,D43,Golfdale-Cedarbrae-Woburn (141),Crimes Against the Person,Sexual Violation,14,6,14701
14627,2020,D31,Glenfield-Jane Heights (25),Controlled Drugs and Substances Act,Other,15,12,14702
14677,2014,D14,Dovercourt Village (172),Other Federal Statute Violations,Other,3,3,14703
14426,2023,D42,Steeles (116),Crimes Against Property,Break & Enter-Commercial,9,1,14704
14725,2022,D11,Junction Area (90),Crimes Against Property,Theft Under $5000,624,112,14705
14628,2014,D52,Yonge-Bay Corridor (170),Crimes Against the Person,Robbery-Financial,2,2,14706
14678,2014,D31,Pelmo Park-Humberlea (23),Crimes Against Property,Auto Theft,10,1,14707
14427,2018,D32,Willowdale West (37),Crimes Against the Person,Robbery-Other,27,12,14708
14726,2022,D22,Kingsway South (15),Crimes Against Property,Fraud,35,1,14709
14629,2022,D22,Eringate-Centennial-West Deane (11),Crimes Against the Person,Sexual Violation,4,2,14710
14679,2023,D22,Islington (158),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,5,14711
14428,2014,D52,Downtown Yonge East (168),Crimes Against the Person,Robbery-Other,10,4,14712
14727,2019,D12,Maple Leaf (29),Crimes Against Property,Theft Under $5000,32,1,14713
14630,2019,D22,Long Branch (19),Crimes Against Property,Break & Enter-Commercial,14,3,14714
14680,2015,D33,NSA,Criminal Code Traffic,Other,2,2,14715
14429,2022,D11,Dufferin Grove (83),Other Criminal Code Violations,Other,40,34,14716
14728,2021,D55,Greenwood-Coxwell (65),Crimes Against Property,Auto Theft,19,3,14717
14631,2014,D33,Henry Farm (53),Crimes Against Property,Theft Over $5000,4,1,14718
14430,2020,D55,Victoria Village (43),Crimes Against Property,Other,32,10,14719
14729,2014,D22,Etobicoke West Mall (13),Other Federal Statute Violations,Other,1,1,14720
14632,2016,D43,Eglinton East (138),Crimes Against the Person,Assault,105,83,14721
14431,2021,D41,Wexford/Maryvale (119),Crimes Against the Person,Sexual Violation,25,16,14722
14681,2017,D22,Humber Heights-Westmount (8),Other Criminal Code Violations,Other,2,2,14723
14633,2015,D12,Rustic (28),Crimes Against Property,Break & Enter-Commercial,1,1,14724
14432,2015,D55,South Riverdale (70),Crimes Against the Person,Attempt Murder,2,2,14725
14730,2017,D13,Forest Hill South (101),Criminal Code Traffic,Other,5,5,14726
14682,2023,D43,Guildwood (140),Crimes Against Property,Other,20,6,14727
14634,2017,D22,New Toronto (18),Crimes Against the Person,Assault,90,60,14728
14433,2016,D13,Briar Hill-Belgravia (108),Crimes Against the Person,Other,15,11,14729
14731,2016,D13,Englemount-Lawrence (32),Crimes Against Property,Other,16,5,14730
14683,2020,D41,NSA,Criminal Code Traffic,Other,1,1,14731
14635,2022,D32,Downsview (155),Crimes Against the Person,Robbery-Other,17,3,14732
14434,2019,D53,University (79),Crimes Against Property,Other,4,2,14733
14732,2021,D11,High Park-Swansea (87),Crimes Against Property,Fraud,69,9,14734
14684,2023,D32,Westminster-Branson (35),Crimes Against Property,Auto Theft,86,1,14735
14636,2018,D55,East End-Danforth (62),Crimes Against the Person,Other,35,17,14736
14435,2015,D43,Bendale-Glen Andrew (156),Crimes Against Property,Fraud,77,43,14737
14733,2022,D11,High Park North (88),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4,14738
14685,2015,D11,Weston-Pelham Park (91),Crimes Against Property,Break & Enter-Apartment,2,2,14739
14637,2016,D12,Maple Leaf (29),Crimes Against Property,Break & Enter-House,5,4,14740
14436,2023,D55,Blake-Jones (69),Controlled Drugs and Substances Act,Other,4,4,14741
14734,2017,D41,Bendale South (157),Crimes Against Property,Break & Enter-Apartment,5,2,14742
14686,2018,D31,York University Heights (27),Crimes Against Property,Fraud,156,21,14743
14638,2016,D43,Golfdale-Cedarbrae-Woburn (141),Criminal Code Traffic,Other,18,17,14744
14437,2016,D32,Lansing-Westgate (38),Crimes Against the Person,Robbery-Other,5,2,14745
